Model Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),CO2 Rating,Smog Rating,Fuel Consumption City (kWh/100 km),Fuel Consumption Hwy (kWh/100 km),Fuel Consumption Comb (kWh/100 km)
2023,Manufacturer_13,Model_91,MINIVAN,2.5,3,M,Regular Gasoline,12.3,9.1,10.9,248,6,7,,,
2023,Manufacturer_4,Model_67,MINIVAN,2.8,3,A,Regular Gasoline,12.3,9.0,10.8,228,6,6,,,
2023,Manufacturer_11,Model_23,MINIVAN,2.8,8,M,Regular Gasoline,11.6,8.2,10.1,217,6,4,,,
2024,Manufacturer_7,Model_14,MINIVAN,3.1,4,A,Regular Gasoline,12.1,8.7,10.6,238,6,9,,,
2024,Manufacturer_15,Model_46,MINIVAN,2.8,6,M,Regular Gasoline,12.2,8.6,10.6,236,6,8,,,
2024,Manufacturer_6,Model_78,MINIVAN,3.3,4,M,Regular Gasoline,11.9,8.5,10.4,236,6,6,,,
2021,Manufacturer_8,Model_51,MINIVAN,3.1,3,M,Diesel,10.6,7.2,9.1,171,7,3,,,
2021,Manufacturer_5,Model_1,MINIVAN,3.5,6,A,Diesel,10.3,7.2,8.9,168,7,6,,,
2021,Manufacturer_5,Model_71,MINIVAN,3.3,4,A,Diesel,9.7,7.1,8.5,156,7,3,,,
2021,Manufacturer_4,Model_30,MINIVAN,2.7,6,AM,Diesel,9.8,6.6,8.4,157,7,4,,,
2021,Manufacturer_6,Model_62,MINIVAN,2.9,4,AM,Diesel,10.3,6.9,8.8,152,7,4,,,
2021,Manufacturer_2,Model_100,MINIVAN,2.9,3,AM,Diesel,10.0,7.2,8.7,158,7,8,,,
2021,Manufacturer_13,Model_30,MINIVAN,3.3,3,M,Diesel,10.1,7.5,8.9,154,7,9,,,
2021,Manufacturer_6,Model_65,MINIVAN,2.1,4,A,Diesel,10.2,7.0,8.8,159,7,3,,,
2022,Manufacturer_10,Model_65,MINIVAN,3.0,3,A,Diesel,10.7,8.0,9.5,175,7,9,,,
2022,Manufacturer_10,Model_96,MINIVAN,2.4,3,M,Diesel,10.1,6.7,8.6,148,8,9,,,
2022,Manufacturer_13,Model_18,MINIVAN,2.4,8,M,Diesel,10.1,7.0,8.7,160,7,6,,,
2022,Manufacturer_12,Model_68,MINIVAN,2.7,4,A,Diesel,10.4,7.0,8.9,162,7,4,,,
2022,Manufacturer_2,Model_86,MINIVAN,2.4,8,AM,Diesel,10.1,7.3,8.8,160,7,8,,,
2022,Manufacturer_5,Model_22,MINIVAN,2.5,6,M,Diesel,10.0,7.1,8.7,149,8,10,,,
2022,Manufacturer_11,Model_48,MINIVAN,2.9,4,M,Diesel,10.1,7.5,8.9,156,7,4,,,
2022,Manufacturer_14,Model_37,MINIVAN,2.2,3,AM,Diesel,9.7,7.2,8.6,161,7,4,,,
2023,Manufacturer_4,Model_27,MINIVAN,2.5,6,M,Diesel,10.2,7.0,8.8,162,7,10,,,
2023,Manufacturer_7,Model_75,MINIVAN,2.9,3,AM,Diesel,10.7,7.7,9.3,170,7,5,,,
2023,Manufacturer_8,Model_84,MINIVAN,2.1,3,A,Diesel,9.9,7.1,8.6,151,7,9,,,
2023,Manufacturer_2,Model_3,MINIVAN,3.0,6,M,Diesel,10.4,7.7,9.2,163,7,9,,,
2023,Manufacturer_6,Model_63,MINIVAN,2.3,3,A,Diesel,10.1,7.6,9.0,156,7,6,,,
2023,Manufacturer_4,Model_68,MINIVAN,2.8,6,AM,Diesel,10.2,7.6,9.0,154,7,10,,,
2023,Manufacturer_11,Model_39,MINIVAN,2.6,4,M,Diesel,9.9,6.8,8.5,151,7,7,,,
2023,Manufacturer_14,Model_4,MINIVAN,3.2,6,A,Diesel,10.3,7.6,9.1,170,7,5,,,
2024,Manufacturer_9,Model_87,MINIVAN,2.5,4,AM,Diesel,10.1,6.7,8.6,158,7,6,,,
2024,Manufacturer_8,Model_70,MINIVAN,2.9,4,A,Diesel,10.1,6.9,8.7,158,7,5,,,
2024,Manufacturer_12,Model_91,MINIVAN,2.9,4,AM,Diesel,10.4,7.0,8.9,154,7,5,,,
2024,Manufacturer_9,Model_93,MINIVAN,3.0,3,A,Diesel,10.3,6.9,8.8,152,7,8,,,
2024,Manufacturer_7,Model_53,MINIVAN,3.3,6,AM,Diesel,9.8,6.4,8.3,147,8,7,,,
2024,Manufacturer_10,Model_79,MINIVAN,2.2,6,M,Diesel,9.9,6.6,8.4,144,8,6,,,
2024,Manufacturer_13,Model_62,MINIVAN,2.9,4,M,Diesel,9.9,6.5,8.4,145,8,10,,,
2024,Manufacturer_3,Model_21,MINIVAN,3.1,4,A,Diesel,10.1,7.4,8.9,160,7,3,,,
2021,Manufacturer_5,Model_53,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.8,13.1,16.2
2021,Manufacturer_4,Model_97,MINIVAN,0.0,0,A,Electric,,,,0,10,10,16.1,16.4,16.2
2021,Manufacturer_8,Model_79,MINIVAN,0.0,0,A,Electric,,,,0,10,10,16.0,13.9,15.1
2021,Manufacturer_8,Model_32,MINIVAN,0.0,0,A,Electric,,,,0,10,10,17.4,14.6,16.1
2021,Manufacturer_10,Model_95,MINIVAN,0.0,0,A,Electric,,,,0,10,10,17.1,16.9,17.0
2021,Manufacturer_7,Model_79,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.1,16.6,18.0
2021,Manufacturer_9,Model_68,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.7,15.9,18.0
2021,Manufacturer_1,Model_67,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.2,16.5,17.4
2022,Manufacturer_15,Model_6,MINIVAN,0.0,0,A,Electric,,,,0,10,10,15.5,15.3,15.4
2022,Manufacturer_9,Model_51,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.4,14.2,17.1
2022,Manufacturer_7,Model_67,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.9,13.2,16.9
2022,Manufacturer_4,Model_38,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.8,17.8,18.4
2022,Manufacturer_13,Model_37,MINIVAN,0.0,0,A,Electric,,,,0,10,10,17.2,17.4,17.3
2022,Manufacturer_10,Model_7,MINIVAN,0.0,0,A,Electric,,,,0,10,10,17.3,15.1,16.3
2022,Manufacturer_8,Model_83,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.4,17.5,18.0
2022,Manufacturer_2,Model_24,MINIVAN,0.0,0,A,Electric,,,,0,10,10,17.3,16.6,17.0
2023,Manufacturer_12,Model_70,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.9,17.7,18.4
2023,Manufacturer_8,Model_4,MINIVAN,0.0,0,A,Electric,,,,0,10,10,15.7,15.1,15.4
2023,Manufacturer_12,Model_26,MINIVAN,0.0,0,A,Electric,,,,0,10,10,15.9,16.0,15.9
2023,Manufacturer_6,Model_89,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.4,13.5,16.7
2023,Manufacturer_3,Model_92,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.2,16.6,17.5
2023,Manufacturer_12,Model_58,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.7,13.5,16.4
2023,Manufacturer_12,Model_50,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.2,13.4,16.0
2023,Manufacturer_10,Model_21,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.6,17.9,18.3
2024,Manufacturer_13,Model_22,MINIVAN,0.0,0,A,Electric,,,,0,10,10,16.9,14.9,16.0
2024,Manufacturer_11,Model_20,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.6,15.8,17.9
2024,Manufacturer_13,Model_92,MINIVAN,0.0,0,A,Electric,,,,0,10,10,15.8,13.7,14.9
2024,Manufacturer_12,Model_99,MINIVAN,0.0,0,A,Electric,,,,0,10,10,15.3,14.5,14.9
2024,Manufacturer_3,Model_16,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.8,14.4,17.4
2024,Manufacturer_1,Model_80,MINIVAN,0.0,0,A,Electric,,,,0,10,10,19.5,17.8,18.7
2024,Manufacturer_8,Model_64,MINIVAN,0.0,0,A,Electric,,,,0,10,10,18.8,13.1,16.2
2024,Manufacturer_15,Model_64,MINIVAN,0.0,0,A,Electric,,,,0,10,10,17.7,13.0,15.6
2021,Manufacturer_10,Model_77,VAN - CARGO,2.3,3,A,Regular Gasoline,12.2,8.5,10.5,230,6,7,,,
2021,Manufacturer_3,Model_8,VAN - CARGO,2.9,6,A,Regular Gasoline,12.1,8.9,10.7,225,6,5,,,
2021,Manufacturer_15,Model_12,VAN - CARGO,3.3,3,A,Regular Gasoline,12.2,9.0,10.8,233,6,9,,,
2021,Manufacturer_12,Model_77,VAN - CARGO,3.5,4,AM,Regular Gasoline,11.6,7.9,9.9,221,6,8,,,
2021,Manufacturer_7,Model_9,VAN - CARGO,3.4,8,M,Regular Gasoline,11.5,7.8,9.8,213,6,4,,,
2022,Manufacturer_9,Model_53,VAN - CARGO,2.4,4,M,Regular Gasoline,11.6,8.3,10.1,217,6,6,,,
2022,Manufacturer_2,Model_62,VAN - CARGO,2.9,6,AM,Regular Gasoline,11.5,8.3,10.1,225,6,8,,,
2022,Manufacturer_10,Model_73,VAN - CARGO,2.4,8,M,Regular Gasoline,12.1,8.6,10.5,241,6,10,,,
2022,Manufacturer_4,Model_1,VAN - CARGO,2.7,3,A,Regular Gasoline,11.6,8.2,10.1,227,6,10,,,
2022,Manufacturer_7,Model_53,VAN - CARGO,2.9,3,AM,Regular Gasoline,11.5,8.5,10.2,231,6,8,,,
2023,Manufacturer_5,Model_33,VAN - CARGO,2.8,3,AM,Regular Gasoline,12.2,7.9,10.3,220,6,7,,,
2023,Manufacturer_6,Model_51,VAN - CARGO,2.8,3,A,Regular Gasoline,11.8,7.7,10.0,224,6,6,,,
2023,Manufacturer_13,Model_5,VAN - CARGO,2.5,4,AM,Regular Gasoline,11.8,8.5,10.3,236,6,5,,,
2023,Manufacturer_13,Model_53,VAN - CARGO,2.9,3,M,Regular Gasoline,12.5,8.8,10.8,234,6,7,,,
2023,Manufacturer_10,Model_88,VAN - CARGO,2.8,6,AM,Regular Gasoline,12.2,8.6,10.6,222,6,4,,,
2024,Manufacturer_11,Model_69,VAN - CARGO,3.5,4,M,Regular Gasoline,11.7,7.6,9.9,228,6,9,,,
2024,Manufacturer_14,Model_41,VAN - CARGO,2.3,3,AM,Regular Gasoline,11.5,8.4,10.1,218,6,9,,,
2024,Manufacturer_5,Model_28,VAN - CARGO,2.1,6,A,Regular Gasoline,12.5,8.6,10.7,243,6,4,,,
2024,Manufacturer_9,Model_4,VAN - CARGO,2.6,8,M,Regular Gasoline,11.4,7.6,9.7,205,6,5,,,
2024,Manufacturer_13,Model_42,VAN - CARGO,2.3,4,A,Regular Gasoline,12.5,9.0,10.9,240,6,5,,,
2021,Manufacturer_1,Model_40,VAN - CARGO,3.1,3,M,Diesel,10.2,7.4,8.9,161,7,4,,,
2021,Manufacturer_12,Model_40,VAN - CARGO,2.5,3,M,Diesel,10.6,7.0,9.0,166,7,7,,,
2021,Manufacturer_9,Model_41,VAN - CARGO,3.0,8,M,Diesel,9.9,6.6,8.4,148,8,4,,,
2021,Manufacturer_9,Model_66,VAN - CARGO,2.4,3,A,Diesel,9.9,6.5,8.4,158,7,8,,,
2021,Manufacturer_10,Model_32,VAN - CARGO,2.8,4,A,Diesel,10.0,7.4,8.8,163,7,7,,,
2022,Manufacturer_8,Model_87,VAN - CARGO,2.9,3,A,Diesel,10.0,6.9,8.6,149,8,9,,,
2022,Manufacturer_10,Model_81,VAN - CARGO,2.1,8,M,Diesel,10.1,6.7,8.6,156,7,8,,,
2022,Manufacturer_9,Model_11,VAN - CARGO,2.5,8,M,Diesel,10.5,7.6,9.2,168,7,5,,,
2022,Manufacturer_5,Model_88,VAN - CARGO,2.1,8,AM,Diesel,10.5,7.6,9.2,159,7,6,,,
2022,Manufacturer_6,Model_51,VAN - CARGO,3.4,4,M,Diesel,9.8,7.2,8.6,151,7,8,,,
2023,Manufacturer_8,Model_15,VAN - CARGO,3.2,6,AM,Diesel,10.6,7.4,9.2,158,7,10,,,
2023,Manufacturer_9,Model_14,VAN - CARGO,3.3,8,M,Diesel,10.0,6.8,8.6,156,7,4,,,
2023,Manufacturer_7,Model_76,VAN - CARGO,2.5,8,A,Diesel,10.4,7.6,9.1,164,7,6,,,
2023,Manufacturer_14,Model_89,VAN - CARGO,2.8,8,AM,Diesel,10.7,7.4,9.2,163,7,8,,,
2023,Manufacturer_15,Model_92,VAN - CARGO,2.8,8,A,Diesel,9.9,7.1,8.6,148,8,10,,,
2024,Manufacturer_7,Model_9,VAN - CARGO,2.5,3,M,Diesel,9.8,6.8,8.5,150,7,9,,,
2024,Manufacturer_3,Model_75,VAN - CARGO,2.5,3,A,Diesel,10.3,6.8,8.7,152,7,5,,,
2024,Manufacturer_4,Model_88,VAN - CARGO,2.7,6,AM,Diesel,10.0,7.1,8.7,156,7,7,,,
2024,Manufacturer_2,Model_75,VAN - CARGO,3.4,3,M,Diesel,10.6,7.7,9.3,174,7,9,,,
2024,Manufacturer_1,Model_1,VAN - CARGO,3.3,6,A,Diesel,10.6,7.0,9.0,168,7,7,,,
2021,Manufacturer_7,Model_81,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,16.2,16.5,16.3
2021,Manufacturer_7,Model_56,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,16.6,14.9,15.8
2022,Manufacturer_8,Model_18,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,17.7,16.3,17.1
2022,Manufacturer_15,Model_47,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,15.9,14.9,15.5
2023,Manufacturer_14,Model_86,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,19.2,13.8,16.8
2023,Manufacturer_11,Model_3,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,15.6,13.1,14.5
2024,Manufacturer_11,Model_56,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,15.7,17.4,16.5
2024,Manufacturer_3,Model_83,VAN - CARGO,0.0,0,A,Electric,,,,0,10,10,19.9,13.7,17.1
